CATALOG_NBR;STRM;SESSION_CODE;CLASS_SECTION;SEQ;CLASS_EXAM_TYPE;DATE_HEURE_DEBUT;DATE_HEURE_FIN;FACILITY_ID;DESCR;STRM_ID
    ANGL-T;2102;1;A21;      1;TEST;2010-03-22 15:30;2010-03-22 16:30; ; ;21021
    ANGL-T;2102;1;A22;      1;TEST;2010-03-22 17:00;2010-03-22 18:00; ; ;21021
    ANGL-T;2102;1;A23;      1;TEST;2010-03-22 18:45;2010-03-22 19:45; ; ;21021
    ESPA-E;2093;1;TR0;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-E;2093;1;TR0;      1;TEST;2009-08-25 09:30;2009-08-25 12:00;RCGT;TOUS;20931
    ESPA-E;2093;1;X01;      1; ;2009-11-19 15:30;2009-11-19 18:00; ; ;20931
    ESPA-E;2093;1;X01;      1;TEST;2009-11-19 15:30;2009-11-19 18:00;RCGT;FERMEE 1;20931
    ESPA-E;2093;1;X01;      2;TEST;2009-11-19 15:30;2009-11-19 18:00;QUEB;TOUS;20931
    ESPA-E;2101;1;TR1;      1; ;2010-01-23 13:00;2010-01-23 15:30; ; ;21011
    ESPA-E;2101;1;TR1;      1;TEST;2010-01-23 13:00;2010-01-23 15:30;HDES;TOUS;21011
    ESPA-E;2101;1;TR2;      1; ;2010-02-13 09:00;2010-02-13 11:30; ; ;21011
    ESPA-E;2101;1;TR2;      1;TEST;2010-02-13 09:00;2010-02-13 11:30;BSCO;TOUS;21011
    ESPA-E;2101;1;TR3;      1; ;2010-03-13 09:00;2010-03-13 11:30; ; ;21011
    ESPA-E;2101;1;TR3;      1;TEST;2010-03-13 09:00;2010-03-13 11:30;SSAU;FERMEE 1;21011
    ESPA-E;2101;1;TR3;      2;TEST;2010-03-13 09:00;2010-03-13 11:30;PGAM;TOUS;21011
    ESPA-E;2101;1;X01;      1; ;2010-01-23 13:00;2010-01-23 15:30; ; ;21011
    ESPA-E;2101;1;X01;      1;TEST;2010-01-23 13:00;2010-01-23 15:30;XCAN;TOUS;21011
    ESPA-E;2101;1;Y01;      1; ;2010-03-26 15:30;2010-03-26 18:00; ; ;21011
    ESPA-E;2101;1;Y01;      1;TEST;2010-03-26 15:30;2010-03-26 18:00;XCAN;TOUS;21011
    ESPA-E;2102;1;X01;      1;TEST;2010-05-02 09:00;2010-05-02 11:30; ; ;21021
    ESPA-O;2093;1;TR1;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-O;2093;1;TR1;      1;TEST;2009-09-22 12:30;2009-09-22 13:30; ; ;20931
    ESPA-O;2093;1;TR2;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-O;2093;1;TR2;      1;TEST;2009-09-22 13:30;2009-09-22 14:30; ; ;20931
    ESPA-O;2093;1;TR3;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-O;2093;1;TR3;      1;TEST;2009-09-22 14:30;2009-09-22 15:30; ; ;20931
    ESPA-O;2093;1;TR4;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-O;2093;1;TR4;      1;TEST;2009-09-24 15:30;2009-09-24 16:30; ; ;20931
    ESPA-O;2093;1;TR5;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-O;2093;1;TR5;      1;TEST;2009-09-24 16:30;2009-09-24 17:30; ; ;20931
    ESPA-O;2093;1;X11;      1; ;2009-11-26 15:30;2009-11-26 16:30; ; ;20931
    ESPA-O;2093;1;X11;      1;TEST;2009-11-26 15:30;2009-11-26 16:30;VHOU;TOUS;20931
    ESPA-O;2093;1;X12;      1; ;2009-11-26 16:30;2009-11-26 17:30; ; ;20931
    ESPA-O;2093;1;X12;      1;TEST;2009-11-26 16:30;2009-11-26 17:30;VHOU;TOUS;20931
    ESPA-O;2093;1;X21;      1; ;2009-11-30 09:30;2009-11-30 10:30; ; ;20931
    ESPA-O;2093;1;X21;      1;TEST;2009-11-30 09:30;2009-11-30 10:30;LLAB;TOUS;20931
    ESPA-O;2093;1;X22;      1; ;2009-11-30 10:30;2009-11-30 11:30; ; ;20931
    ESPA-O;2093;1;X22;      1;TEST;2009-11-30 10:30;2009-11-30 11:30;LLAB;TOUS;20931
    ESPA-O;2093;1;X31;      1; ;2009-12-01 13:00;2009-12-01 14:00; ; ;20931
    ESPA-O;2093;1;X31;      1;TEST;2009-12-01 13:00;2009-12-01 14:00;BGRI;TOUS;20931
    ESPA-O;2093;1;X32;      1; ;2009-12-01 14:00;2009-12-01 15:00; ; ;20931
    ESPA-O;2093;1;X32;      1;TEST;2009-12-01 14:00;2009-12-01 15:00;BGRI;TOUS;20931
    ESPA-O;2101;1;TR1;      1;TEST;2010-01-23 15:30;2010-01-23 17:00;LLAB;TOUS;21011
    ESPA-O;2101;1;TR2;      1;TEST;2010-02-13 11:30;2010-02-13 13:00;VHOU;TOUS;21011
    ESPA-O;2101;1;TR3;      1;TEST;2010-03-13 11:30;2010-03-13 13:00;SSAU;TOUS;21011
    ESPA-O;2101;1;X11;      1;TEST;2010-01-27 15:30;2010-01-27 16:30;GDES;TOUS;21011
    ESPA-O;2101;1;X12;      1;TEST;2010-01-27 16:30;2010-01-27 17:30;GDES;TOUS;21011
    ESPA-O;2101;1;X13;      1;TEST;2010-01-27 17:30;2010-01-27 18:30;GDES;TOUS;21011
    ESPA-O;2101;1;X21;      1;TEST;2010-01-28 13:00;2010-01-28 14:00;TCOR;TOUS;21011
    ESPA-O;2101;1;X22;      1;TEST;2010-01-28 14:00;2010-01-28 15:00;TCOR;TOUS;21011
    ESPA-O;2101;1;Y11;      1;TEST;2010-04-09 15:30;2010-04-09 16:30;LLAB;TOUS;21011
    ESPA-O;2101;1;Y12;      1;TEST;2010-04-09 16:30;2010-04-09 17:30;LLAB;TOUS;21011
    ESPA-O;2102;1;X11;      1;TEST;2010-05-06 16:00;2010-05-06 17:00; ; ;21021
    ESPA-O;2102;1;X12;      1;TEST;2010-05-06 17:00;2010-05-06 18:00; ; ;21021
    ESPA-T;2093;1;A11;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-T;2093;1;A11;      1;TEST;2009-06-10 12:30;2009-06-10 13:30;BGRI;TOUS;20931
    ESPA-T;2093;1;A12;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-T;2093;1;A12;      1;TEST;2009-06-10 13:30;2009-06-10 14:30;BGRI;TOUS;20931
    ESPA-T;2093;1;A21;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-T;2093;1;A21;      1;TEST;2009-08-26 09:00;2009-08-26 10:00;RONA;TOUS;20931
    ESPA-T;2093;1;A22;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-T;2093;1;A22;      1;TEST;2009-08-26 10:00;2009-08-26 11:00;RONA;TOUS;20931
    ESPA-T;2093;1;PA1;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-T;2093;1;PA1;      1;TEST;2009-08-26 11:30;2009-08-26 12:30;LLAB;TOUS;20931
    ESPA-T;2093;1;PA2;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-T;2093;1;PA2;      1;TEST;2009-08-26 12:30;2009-08-26 13:30;LLAB;TOUS;20931
    ESPA-T;2093;1;PB1;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-T;2093;1;PB1;      1;TEST;2009-08-27 09:00;2009-08-27 10:00;LLAB;TOUS;20931
    ESPA-T;2093;1;PB2;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-T;2093;1;PB2;      1;TEST;2009-08-27 10:00;2009-08-27 11:00;LLAB;TOUS;20931
    ESPA-T;2093;1;PC1;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    ESPA-T;2093;1;PC1;      1;TEST;2009-08-27 11:00;2009-08-27 12:00;LLAB;TOUS;20931
    ESPA-T;2101;1;A11;      1; ;2009-11-03 13:00;2009-11-03 14:00; ; ;21011
    ESPA-T;2101;1;A11;      1;TEST;2009-11-03 13:00;2009-11-03 14:00;LLAB;TOUS;21011
    ESPA-T;2101;1;A12;      1; ;2009-11-03 14:00;2009-11-03 15:00; ; ;21011
    ESPA-T;2101;1;A12;      1;TEST;2009-11-03 14:00;2009-11-03 15:00;LLAB;TOUS;21011
    ESPA-T;2101;1;A21;      1; ;2009-11-05 15:30;2009-11-05 16:30; ; ;21011
    ESPA-T;2101;1;A21;      1;TEST;2009-11-05 15:30;2009-11-05 16:30;VHOU;TOUS;21011
    ESPA-T;2101;1;A22;      1; ;2009-11-05 16:30;2009-11-05 17:30; ; ;21011
    ESPA-T;2101;1;A22;      1;TEST;2009-11-05 16:30;2009-11-05 17:30;VHOU;TOUS;21011
    ESPA-T;2102;1;A11;      1;TEST;2010-03-18 13:00;2010-03-18 14:00; ; ;21021
    ESPA-T;2102;1;A12;      1;TEST;2010-03-18 14:00;2010-03-18 15:00; ; ;21021
    FRAN-1;2093;1;A01;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;A01;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;3051;A à MABI;20931
    FRAN-1;2093;1;A01;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;3020;MABJ à Z;20931
    FRAN-1;2093;1;B02;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;B02;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;3009;A à LEPA;20931
    FRAN-1;2093;1;B02;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;3063;LEPB à Z;20931
    FRAN-1;2093;1;C03;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;C03;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;3010;A à LOZE;20931
    FRAN-1;2093;1;C03;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;3068;LOZF à Z;20931
    FRAN-1;2093;1;D04;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;D04;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;3052;A à NGUY;20931
    FRAN-1;2093;1;D04;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;3047;NGUZ à Z;20931
    FRAN-1;2093;1;E05;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;E05;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;3073;TOUS;20931
    FRAN-1;2093;1;F06;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;F06;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;3062;A à MOQU;20931
    FRAN-1;2093;1;F06;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;3021;MOQV à Z;20931
    FRAN-1;2093;1;G07;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;G07;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;3072;A à LOSI;20931
    FRAN-1;2093;1;G07;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;3021;LOSJ à Z;20931
    FRAN-1;2093;1;H08;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;H08;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;3074;A à MOUS;20931
    FRAN-1;2093;1;H08;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;3049;MOUT à Z;20931
    FRAN-1;2093;1;I09;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;I09;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;3064;A à GUEN;20931
    FRAN-1;2093;1;I09;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;3066;GUEO à Z;20931
    FRAN-1;2093;1;J10;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;J10;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;3073;TOUS;20931
    FRAN-1;2093;1;K11;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;K11;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;3043;A à JOLO;20931
    FRAN-1;2093;1;K11;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;3044;JOLP à Z;20931
    FRAN-1;2093;1;L12;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;L12;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;EYOU;A à HOUL;20931
    FRAN-1;2093;1;L12;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;NMGA;HOUM à Z;20931
    FRAN-1;2093;1;M13;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;M13;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;GPAR;A à LALI;20931
    FRAN-1;2093;1;M13;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;TALG;LALJ à Z;20931
    FRAN-1;2093;1;N14;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;N14;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;PGAM;A à MOND;20931
    FRAN-1;2093;1;N14;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;TCOR;MONE à Z;20931
    FRAN-1;2093;1;T30;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;T30;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;BDCA;A à SHEM;20931
    FRAN-1;2093;1;T30;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;KPMG;SHEN à Z;20931
    FRAN-1;2093;1;T31;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;T31;      1;TEST;2009-09-09 13:00;2009-09-09 14:20;RCGT;A à LEME;20931
    FRAN-1;2093;1;T31;      2;TEST;2009-09-09 13:00;2009-09-09 14:20;KPMG;LEMF à Z;20931
    FRAN-1;2093;1;T32;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;X01;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;X01;      1;TEST;2009-09-12 12:30;2009-09-12 13:50;BDCA;TOUS;20931
    FRAN-1;2093;1;X09;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-1;2093;1;X09;      1;TEST;2009-09-12 12:30;2009-09-12 13:50;EYOU;FERMEE 1;20931
    FRAN-1;2093;1;X09;      2;TEST;2009-09-12 12:30;2009-09-12 13:50;BSCO;FERMEE 2;20931
    FRAN-1;2093;1;X09;      3;TEST;2009-09-12 12:30;2009-09-12 13:50;GPAR;FERMEE 3;20931
    FRAN-1;2093;1;X09;      4;TEST;2009-09-12 12:30;2009-09-12 13:50;PGAM;FERMEE 4;20931
    FRAN-1;2093;1;X09;      5;TEST;2009-09-12 12:30;2009-09-12 13:50;TDMM;FERMEE 5;20931
    FRAN-1;2093;1;Y01;      1; ;2009-11-08 12:30;2009-11-08 13:50; ; ;20931
    FRAN-1;2093;1;Y01;      1;TEST;2009-11-08 12:30;2009-11-08 13:50;BDCA;TOUS;20931
    FRAN-1;2093;1;Y09;      1; ;2009-11-08 12:30;2009-11-08 13:50; ; ;20931
    FRAN-1;2093;1;Y09;      1;TEST;2009-11-08 12:30;2009-11-08 13:50;EYOU;FERMEE 1;20931
    FRAN-1;2093;1;Y09;      2;TEST;2009-11-08 12:30;2009-11-08 13:50;BSCO;FERMEE 2;20931
    FRAN-1;2093;1;Y09;      3;TEST;2009-11-08 12:30;2009-11-08 13:50;CIBC;FERMEE 3;20931
    FRAN-1;2093;1;Y09;      4;TEST;2009-11-08 12:30;2009-11-08 13:50;TALG;FERMEE 4;20931
    FRAN-1;2093;1;Y09;      5;TEST;2009-11-08 12:30;2009-11-08 13:50;PGAM;FERMEE 5;20931
    FRAN-1;2093;1;Y09;      6;TEST;2009-11-08 12:30;2009-11-08 13:50;GPAR;FERMEE 6;20931
    FRAN-1;2101;1;X01;      1;TEST;2010-01-16 12:30;2010-01-16 13:50;BDCA;TOUS;21011
    FRAN-1;2101;1;X09;      1;TEST;2010-01-16 12:30;2010-01-16 13:50;PGAM;FERMEE 1;21011
    FRAN-1;2101;1;X09;      2;TEST;2010-01-16 12:30;2010-01-16 13:50;CIBC;FERMEE 2;21011
    FRAN-1;2101;1;X09;      3;TEST;2010-01-16 12:30;2010-01-16 13:50;TALG;FERMEE 3;21011
    FRAN-1;2101;1;X09;      4;TEST;2010-01-16 12:30;2010-01-16 13:50;GPAR;FERMEE 4;21011
    FRAN-1;2101;1;X09;      5;TEST;2010-01-16 12:30;2010-01-16 13:50;PWCO;FERMEE 5;21011
    FRAN-1;2101;1;X09;      6;TEST;2010-01-16 12:30;2010-01-16 13:50;TDMM;FERMEE 6;21011
    FRAN-1;2101;1;X24;      1;TEST;2010-03-14 12:30;2010-03-14 13:50;CIBC;A à HAYE;21011
    FRAN-1;2101;1;X24;      2;TEST;2010-03-14 12:30;2010-03-14 13:50;TALG;HAYF à Z;21011
    FRAN-1;2101;1;Y01;      1;TEST;2010-03-14 12:30;2010-03-14 13:50;BDCA;TOUS;21011
    FRAN-1;2101;1;Y09;      1;TEST;2010-03-14 12:30;2010-03-14 13:50;PGAM;FERMEE 1;21011
    FRAN-1;2101;1;Y09;      2;TEST;2010-03-14 12:30;2010-03-14 13:50;BSCO;FERMEE 2;21011
    FRAN-1;2101;1;Y09;      3;TEST;2010-03-14 12:30;2010-03-14 13:50;EYOU;FERMEE 3;21011
    FRAN-1;2101;1;Y09;      4;TEST;2010-03-14 12:30;2010-03-14 13:50;GPAR;FERMEE 4;21011
    FRAN-1;2101;1;Y09;      5;TEST;2010-03-14 12:30;2010-03-14 13:50;PWCO;FERMEE 5;21011
    FRAN-1;2101;1;Y09;      6;TEST;2010-03-14 12:30;2010-03-14 13:50;TDMM;FERMEE 6;21011
    FRAN-1;2101;1;Y25;      1;TEST;2010-03-14 12:30;2010-03-14 13:50;DETO;A à JOLI;21011
    FRAN-1;2101;1;Y25;      2;TEST;2010-03-14 12:30;2010-03-14 13:50;KPMG;JOLJ à Z;21011
    FRAN-1;2101;1;Z26;      1;TEST;2010-03-14 12:30;2010-03-14 13:50;QUEB;A à LECL;21011
    FRAN-1;2101;1;Z26;      2;TEST;2010-03-14 12:30;2010-03-14 13:50;RCGT;LECM à Z;21011
    FRAN-1;2102;1;X01;      1;TEST;2010-05-01 12:30;2010-05-01 13:50; ; ;21021
    FRAN-1;2102;1;X09;      1;TEST;2010-05-01 12:30;2010-05-01 13:50; ; ;21021
    FRAN-2;2093;1;PC1;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-2;2093;1;PC1;      1;TEST;2009-09-12 14:30;2009-09-12 16:40;PGAM;TOUS;20931
    FRAN-2;2093;1;PC2;      1; ;2009-11-08 14:30;2009-11-08 16:40; ; ;20931
    FRAN-2;2093;1;PC2;      1;TEST;2009-11-08 14:30;2009-11-08 16:40;PGAM;TOUS;20931
    FRAN-2;2093;1;PC5;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-2;2093;1;PC5;      1;TEST;2009-09-12 14:30;2009-09-12 16:40;BDCA;FERMEE 1;20931
    FRAN-2;2093;1;PC5;      2;TEST;2009-09-12 14:30;2009-09-12 16:40;METR;FERMEE 2;20931
    FRAN-2;2093;1;PC5;      3;TEST;2009-09-12 14:30;2009-09-12 16:40;TRAN;FERMEE 3;20931
    FRAN-2;2093;1;PC6;      1; ;2009-11-08 14:30;2009-11-08 16:40; ; ;20931
    FRAN-2;2093;1;PC6;      1;TEST;2009-11-08 14:30;2009-11-08 16:40;BDCA;FERMEE 1;20931
    FRAN-2;2093;1;PC6;      2;TEST;2009-11-08 14:30;2009-11-08 16:40;EYOU;FERMEE 2;20931
    FRAN-2;2093;1;X01;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-2;2093;1;X01;      1;TEST;2009-09-12 14:30;2009-09-12 16:40;RCGT;TOUS;20931
    FRAN-2;2093;1;X09;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-2;2093;1;X09;      1;TEST;2009-09-12 14:30;2009-09-12 16:40;QUEB;FERMEE 1;20931
    FRAN-2;2093;1;X24;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-2;2093;1;X24;      1;TEST;2009-09-12 14:30;2009-09-12 16:40;DETO;A à LAVO;20931
    FRAN-2;2093;1;X24;      2;TEST;2009-09-12 14:30;2009-09-12 16:40;KPMG;LAVP à Z;20931
    FRAN-2;2093;1;Y01;      1; ;2009-11-08 14:30;2009-11-08 16:40; ; ;20931
    FRAN-2;2093;1;Y01;      1;TEST;2009-11-08 14:30;2009-11-08 16:40;QUEB;TOUS;20931
    FRAN-2;2093;1;Y09;      1; ;2009-11-08 14:30;2009-11-08 16:40; ; ;20931
    FRAN-2;2093;1;Y09;      1;TEST;2009-11-08 14:30;2009-11-08 16:40;DETO;FERMEE 1;20931
    FRAN-2;2093;1;Y09;      2;TEST;2009-11-08 14:30;2009-11-08 16:40;KPMG;FERMEE 2;20931
    FRAN-2;2093;1;Y25;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-2;2093;1;Y25;      1;TEST;2009-09-12 14:30;2009-09-12 16:40;BSCO;A à MAGN;20931
    FRAN-2;2093;1;Y25;      2;TEST;2009-09-12 14:30;2009-09-12 16:40;EYOU;MAGO à Z;20931
    FRAN-2;2093;1;Z26;      1; ;2009-08-29 01:00;2009-12-22 01:01; ; ;20931
    FRAN-2;2093;1;Z26;      1;TEST;2009-09-12 14:30;2009-09-12 16:40;GPAR;A à LEFR;20931
    FRAN-2;2093;1;Z26;      2;TEST;2009-09-12 14:30;2009-09-12 16:40;TDMM;LEFS à Z;20931
    FRAN-2;2101;1;A01;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;BSCO;A à LUAA;21011
    FRAN-2;2101;1;A01;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;OCGA;LUAB à Z;21011
    FRAN-2;2101;1;B02;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;QUEB;A à MERC;21011
    FRAN-2;2101;1;B02;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;DETO;MERD à Z;21011
    FRAN-2;2101;1;C03;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;RCGT;A à LOZE;21011
    FRAN-2;2101;1;C03;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;SHUB;LOZF à Z;21011
    FRAN-2;2101;1;D04;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;KPMG;A à MARE;21011
    FRAN-2;2101;1;D04;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;TRAN;MARF à Z;21011
    FRAN-2;2101;1;E05;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;PGAM;A à MOFF;21011
    FRAN-2;2101;1;E05;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;DBEA;MOFG à Z;21011
    FRAN-2;2101;1;F06;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;GPAR;A à MARJ;21011
    FRAN-2;2101;1;F06;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;XCAN;MARK à Z;21011
    FRAN-2;2101;1;G07;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;METR;A à LEPL;21011
    FRAN-2;2101;1;G07;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;DETO;LEPM à Z;21011
    FRAN-2;2101;1;H08;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;PWCO;A à MANT;21011
    FRAN-2;2101;1;H08;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;TDMM;MANU à Z;21011
    FRAN-2;2101;1;I09;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;3010;A à MILK;21011
    FRAN-2;2101;1;I09;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;3021;MILL à Z;21011
    FRAN-2;2101;1;J10;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;3020;A à OLIV;21011
    FRAN-2;2101;1;J10;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;3021;OLIW à Z;21011
    FRAN-2;2101;1;K11;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;BDCA;TOUS;21011
    FRAN-2;2101;1;L12;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;3043;A à KEBI;21011
    FRAN-2;2101;1;L12;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;3047;KEBJ à Z;21011
    FRAN-2;2101;1;M13;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;3044;A à KLIN;21011
    FRAN-2;2101;1;M13;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;3049;KLIO à Z;21011
    FRAN-2;2101;1;N14;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;3051;A à NADE;21011
    FRAN-2;2101;1;N14;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;3034;NADF à Z;21011
    FRAN-2;2101;1;PC1;      1;TEST;2010-01-16 14:30;2010-01-16 16:40;BDCA;TOUS;21011
    FRAN-2;2101;1;PC2;      1;TEST;2010-03-14 14:30;2010-03-14 16:40;BDCA;TOUS;21011
    FRAN-2;2101;1;PC5;      1;TEST;2010-01-16 14:30;2010-01-16 16:40;PGAM;FERMEE 1;21011
    FRAN-2;2101;1;PC5;      2;TEST;2010-01-16 14:30;2010-01-16 16:40;GPAR;FERMEE 2;21011
    FRAN-2;2101;1;PC5;      3;TEST;2010-01-16 14:30;2010-01-16 16:40;PWCO;FERMEE 3;21011
    FRAN-2;2101;1;PC6;      1;TEST;2010-03-14 14:30;2010-03-14 16:40;PGAM;FERMEE 1;21011
    FRAN-2;2101;1;PC6;      2;TEST;2010-03-14 14:30;2010-03-14 16:40;BSCO;FERMEE 2;21011
    FRAN-2;2101;1;PC6;      3;TEST;2010-03-14 14:30;2010-03-14 16:40;EYOU;FERMEE 3;21011
    FRAN-2;2101;1;T30;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;CIBC;A à LACH;21011
    FRAN-2;2101;1;T30;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;SMAR;LACI à Z;21011
    FRAN-2;2101;1;T31;      1;TEST;2010-01-27 12:30;2010-01-27 14:40;EYOU;A à MALE;21011
    FRAN-2;2101;1;T31;      2;TEST;2010-01-27 12:30;2010-01-27 14:40;TALG;MALF à Z;21011
    FRAN-2;2101;1;X01;      1;TEST;2010-01-16 14:30;2010-01-16 16:40;QUEB;TOUS;21011
    FRAN-2;2101;1;X09;      1;TEST;2010-01-16 14:30;2010-01-16 16:40;METR;FERMEE 1;21011
    FRAN-2;2101;1;X09;      2;TEST;2010-01-16 14:30;2010-01-16 16:40;KPMG;FERMEE 2;21011
    FRAN-2;2101;1;Y01;      1;TEST;2010-03-14 14:30;2010-03-14 16:40;QUEB;TOUS;21011
    FRAN-2;2101;1;Y09;      1;TEST;2010-03-14 14:30;2010-03-14 16:40;METR;FERMEE 1;21011
    FRAN-2;2101;1;Y09;      2;TEST;2010-03-14 14:30;2010-03-14 16:40;RCGT;FERMEE 2;21011
    FRAN-2;2102;1;PC1;      1;TEST;2010-05-01 14:30;2010-05-01 16:40; ; ;21021
    FRAN-2;2102;1;PC5;      1;TEST;2010-05-01 14:30;2010-05-01 16:40; ; ;21021
    FRAN-2;2102;1;X01;      1;TEST;2010-05-01 14:30;2010-05-01 16:40; ; ;21021
